Temp,AirHumidity,Flag
18.92671911,0.506531793,three-yellow chicken
18.92671911,0.611521366,three-yellow chicken
18.92671911,0.626702193,three-yellow chicken
18.92671911,0.600643327,three-yellow chicken
18.92671911,0.581055525,three-yellow chicken
18.92671911,0.651466901,three-yellow chicken
18.92671911,0.588146496,three-yellow chicken
18.92671911,0.682254692,three-yellow chicken
18.92671911,0.522892499,three-yellow chicken
18.92671911,0.650920296,three-yellow chicken
18.92671911,0.589081411,three-yellow chicken
18.92671911,0.665226925,three-yellow chicken
18.92671911,0.618058551,three-yellow chicken
18.92671911,0.503047326,three-yellow chicken
18.92671911,0.526304844,three-yellow chicken
18.92671911,0.560380634,three-yellow chicken
18.92671911,0.523229161,three-yellow chicken
18.92671911,0.607661231,three-yellow chicken
18.92671911,0.645062171,three-yellow chicken
18.92671911,0.554449347,three-yellow chicken
18.92671911,0.623288599,three-yellow chicken
18.92671911,0.628212439,three-yellow chicken
18.92671911,0.61187969,three-yellow chicken
18.92671911,0.660647959,three-yellow chicken
18.92671911,0.581954096,three-yellow chicken
18.92671911,0.599684655,three-yellow chicken
18.92671911,0.695760697,three-yellow chicken
18.92671911,0.59214345,three-yellow chicken
18.92671911,0.618699597,three-yellow chicken
18.92671911,0.552175103,three-yellow chicken
18.92671911,0.538259662,three-yellow chicken
18.92671911,0.54481081,three-yellow chicken
18.92671911,0.521347983,three-yellow chicken
18.92671911,0.665572949,three-yellow chicken
18.92671911,0.53897075,three-yellow chicken
18.92671911,0.63196855,three-yellow chicken
18.92671911,0.51554598,three-yellow chicken
18.92671911,0.500220031,three-yellow chicken
18.92671911,0.518505588,three-yellow chicken
18.92671911,0.664111122,three-yellow chicken
18.92671911,0.552390072,three-yellow chicken
18.92671911,0.625492447,three-yellow chicken
18.92671911,0.528362387,three-yellow chicken
18.92671911,0.510619551,three-yellow chicken
18.92671911,0.587143534,three-yellow chicken
18.92671911,0.551894693,three-yellow chicken
18.92671911,0.618750089,three-yellow chicken
18.92671911,0.678916309,three-yellow chicken
18.92671911,0.617984065,three-yellow chicken
18.92671911,0.537460092,three-yellow chicken
18.92671911,0.553922532,three-yellow chicken
18.92671911,0.657899663,three-yellow chicken
18.92671911,0.529662968,three-yellow chicken
18.92671911,0.678262434,three-yellow chicken
18.92671911,0.572818925,three-yellow chicken
18.92671911,0.68163107,three-yellow chicken
18.92671911,0.683072857,three-yellow chicken
18.92671911,0.697419062,three-yellow chicken
18.92671911,0.507111113,three-yellow chicken
18.92671911,0.505870938,three-yellow chicken
18.92671911,0.694902849,three-yellow chicken
18.92671911,0.642896102,three-yellow chicken
18.92671911,0.665535029,three-yellow chicken
18.92671911,0.684794316,three-yellow chicken
18.92671911,0.579570719,three-yellow chicken
18.92671911,0.681184619,three-yellow chicken
18.92671911,0.56127126,three-yellow chicken
18.92671911,0.543401806,three-yellow chicken
18.92671911,0.681885576,three-yellow chicken
16.5364295,0.512566206,three-yellow chicken
16.5364295,0.620554594,three-yellow chicken
16.5364295,0.636995764,three-yellow chicken
16.5364295,0.541408204,three-yellow chicken
16.5364295,0.544500404,three-yellow chicken
16.5364295,0.668498064,three-yellow chicken
16.5364295,0.550699203,three-yellow chicken
16.5364295,0.633592814,three-yellow chicken
16.5364295,0.507470656,three-yellow chicken
16.5364295,0.521052039,three-yellow chicken
16.5364295,0.547636675,three-yellow chicken
16.5364295,0.686870026,three-yellow chicken
16.5364295,0.60141886,three-yellow chicken
16.5364295,0.511622428,three-yellow chicken
16.5364295,0.673728435,three-yellow chicken
16.5364295,0.645325976,three-yellow chicken
16.5364295,0.634141079,three-yellow chicken
16.5364295,0.525007754,three-yellow chicken
16.5364295,0.633280561,three-yellow chicken
16.5364295,0.689042048,three-yellow chicken
16.5364295,0.502663399,three-yellow chicken
16.5364295,0.638193845,three-yellow chicken
16.5364295,0.507573898,three-yellow chicken
16.5364295,0.660563021,three-yellow chicken
16.5364295,0.660173328,three-yellow chicken
16.5364295,0.549225535,three-yellow chicken
16.5364295,0.599534658,three-yellow chicken
16.5364295,0.62970436,three-yellow chicken
16.5364295,0.625521806,three-yellow chicken
16.5364295,0.520251762,three-yellow chicken
16.5364295,0.642345253,three-yellow chicken
16.5364295,0.506531793,three-yellow chicken
16.5364295,0.611521366,three-yellow chicken
16.5364295,0.626702193,three-yellow chicken
16.5364295,0.600643327,three-yellow chicken
16.5364295,0.581055525,three-yellow chicken
16.5364295,0.651466901,three-yellow chicken
16.5364295,0.588146496,three-yellow chicken
16.5364295,0.682254692,three-yellow chicken
16.5364295,0.522892499,three-yellow chicken
16.5364295,0.650920296,three-yellow chicken
16.5364295,0.589081411,three-yellow chicken
16.5364295,0.665226925,three-yellow chicken
16.5364295,0.618058551,three-yellow chicken
16.5364295,0.503047326,three-yellow chicken
16.5364295,0.526304844,three-yellow chicken
16.5364295,0.560380634,three-yellow chicken
16.5364295,0.523229161,three-yellow chicken
16.5364295,0.607661231,three-yellow chicken
16.5364295,0.645062171,three-yellow chicken
16.5364295,0.554449347,three-yellow chicken
16.5364295,0.623288599,three-yellow chicken
16.5364295,0.628212439,three-yellow chicken
16.5364295,0.61187969,three-yellow chicken
16.5364295,0.660647959,three-yellow chicken
16.5364295,0.581954096,three-yellow chicken
16.5364295,0.599684655,three-yellow chicken
16.5364295,0.695760697,three-yellow chicken
16.5364295,0.59214345,three-yellow chicken
16.5364295,0.618699597,three-yellow chicken
16.5364295,0.552175103,three-yellow chicken
16.5364295,0.538259662,three-yellow chicken
16.5364295,0.54481081,three-yellow chicken
16.5364295,0.521347983,three-yellow chicken
16.5364295,0.665572949,three-yellow chicken
16.5364295,0.53897075,three-yellow chicken
16.5364295,0.63196855,three-yellow chicken
16.5364295,0.51554598,three-yellow chicken
16.5364295,0.500220031,three-yellow chicken
16.5364295,0.518505588,three-yellow chicken
16.5364295,0.664111122,three-yellow chicken
16.5364295,0.552390072,three-yellow chicken
16.5364295,0.625492447,three-yellow chicken
16.5364295,0.528362387,three-yellow chicken
16.5364295,0.510619551,three-yellow chicken
16.5364295,0.587143534,three-yellow chicken
16.5364295,0.551894693,three-yellow chicken
16.5364295,0.618750089,three-yellow chicken
16.5364295,0.678916309,three-yellow chicken
16.5364295,0.617984065,three-yellow chicken
16.5364295,0.537460092,three-yellow chicken
16.5364295,0.553922532,three-yellow chicken
16.5364295,0.657899663,three-yellow chicken
16.5364295,0.529662968,three-yellow chicken
16.5364295,0.678262434,three-yellow chicken
16.5364295,0.572818925,three-yellow chicken
16.5364295,0.68163107,three-yellow chicken
16.5364295,0.683072857,three-yellow chicken
16.5364295,0.697419062,three-yellow chicken
16.5364295,0.507111113,three-yellow chicken
16.5364295,0.505870938,three-yellow chicken
16.5364295,0.694902849,three-yellow chicken
16.5364295,0.642896102,three-yellow chicken
16.5364295,0.665535029,three-yellow chicken
16.5364295,0.684794316,three-yellow chicken
16.5364295,0.579570719,three-yellow chicken
16.5364295,0.681184619,three-yellow chicken
16.5364295,0.56127126,three-yellow chicken
16.5364295,0.543401806,three-yellow chicken
16.5364295,0.681885576,three-yellow chicken
15.19175322,0.512566206,three-yellow chicken
15.19175322,0.620554594,three-yellow chicken
15.19175322,0.636995764,three-yellow chicken
15.19175322,0.541408204,three-yellow chicken
15.19175322,0.544500404,three-yellow chicken
15.19175322,0.668498064,three-yellow chicken
15.19175322,0.550699203,three-yellow chicken
15.19175322,0.633592814,three-yellow chicken
15.19175322,0.507470656,three-yellow chicken
15.19175322,0.521052039,three-yellow chicken
15.19175322,0.547636675,three-yellow chicken
15.19175322,0.686870026,three-yellow chicken
15.19175322,0.60141886,three-yellow chicken
15.19175322,0.511622428,three-yellow chicken
15.19175322,0.673728435,three-yellow chicken
15.19175322,0.645325976,three-yellow chicken
15.19175322,0.634141079,three-yellow chicken
15.19175322,0.525007754,three-yellow chicken
15.19175322,0.633280561,three-yellow chicken
15.19175322,0.689042048,three-yellow chicken
15.19175322,0.502663399,three-yellow chicken
15.19175322,0.638193845,three-yellow chicken
15.19175322,0.507573898,three-yellow chicken
15.19175322,0.660563021,three-yellow chicken
15.19175322,0.660173328,three-yellow chicken
15.19175322,0.549225535,three-yellow chicken
15.19175322,0.599534658,three-yellow chicken
15.19175322,0.62970436,three-yellow chicken
15.19175322,0.625521806,three-yellow chicken
15.19175322,0.520251762,three-yellow chicken
15.19175322,0.642345253,three-yellow chicken
15.19175322,0.506531793,three-yellow chicken
15.19175322,0.611521366,three-yellow chicken
15.19175322,0.626702193,three-yellow chicken
15.19175322,0.600643327,three-yellow chicken
15.19175322,0.581055525,three-yellow chicken
15.19175322,0.651466901,three-yellow chicken
15.19175322,0.588146496,three-yellow chicken
15.19175322,0.682254692,three-yellow chicken
15.19175322,0.522892499,three-yellow chicken
15.19175322,0.650920296,three-yellow chicken
15.19175322,0.589081411,three-yellow chicken
15.19175322,0.665226925,three-yellow chicken
15.19175322,0.618058551,three-yellow chicken
15.19175322,0.503047326,three-yellow chicken
15.19175322,0.526304844,three-yellow chicken
15.19175322,0.560380634,three-yellow chicken
15.19175322,0.523229161,three-yellow chicken
15.19175322,0.607661231,three-yellow chicken
15.19175322,0.645062171,three-yellow chicken
15.19175322,0.554449347,three-yellow chicken
15.19175322,0.623288599,three-yellow chicken
15.19175322,0.628212439,three-yellow chicken
15.19175322,0.61187969,three-yellow chicken
15.19175322,0.660647959,three-yellow chicken
15.19175322,0.581954096,three-yellow chicken
15.19175322,0.599684655,three-yellow chicken
15.19175322,0.695760697,three-yellow chicken
15.19175322,0.59214345,three-yellow chicken
15.19175322,0.618699597,three-yellow chicken
15.19175322,0.552175103,three-yellow chicken
15.19175322,0.538259662,three-yellow chicken
15.19175322,0.54481081,three-yellow chicken
15.19175322,0.521347983,three-yellow chicken
15.19175322,0.665572949,three-yellow chicken
15.19175322,0.53897075,three-yellow chicken
15.19175322,0.63196855,three-yellow chicken
15.19175322,0.51554598,three-yellow chicken
15.19175322,0.500220031,three-yellow chicken
15.19175322,0.518505588,three-yellow chicken
15.19175322,0.664111122,three-yellow chicken
15.19175322,0.552390072,three-yellow chicken
15.19175322,0.625492447,three-yellow chicken
15.19175322,0.528362387,three-yellow chicken
15.19175322,0.510619551,three-yellow chicken
15.19175322,0.587143534,three-yellow chicken
15.19175322,0.551894693,three-yellow chicken
15.19175322,0.618750089,three-yellow chicken
15.19175322,0.678916309,three-yellow chicken
15.19175322,0.617984065,three-yellow chicken
15.19175322,0.537460092,three-yellow chicken
15.19175322,0.553922532,three-yellow chicken
15.19175322,0.657899663,three-yellow chicken
15.19175322,0.529662968,three-yellow chicken
15.19175322,0.678262434,three-yellow chicken
15.19175322,0.572818925,three-yellow chicken
15.19175322,0.68163107,three-yellow chicken
15.19175322,0.683072857,three-yellow chicken
15.19175322,0.697419062,three-yellow chicken
15.19175322,0.507111113,three-yellow chicken
15.19175322,0.505870938,three-yellow chicken
15.19175322,0.694902849,three-yellow chicken
15.19175322,0.642896102,three-yellow chicken
15.19175322,0.665535029,three-yellow chicken
15.19175322,0.684794316,three-yellow chicken
15.19175322,0.579570719,three-yellow chicken
15.19175322,0.681184619,three-yellow chicken
15.19175322,0.56127126,three-yellow chicken
15.19175322,0.543401806,three-yellow chicken
15.19175322,0.681885576,three-yellow chicken
19.27984986,0.512566206,three-yellow chicken
19.27984986,0.620554594,three-yellow chicken
19.27984986,0.636995764,three-yellow chicken
19.27984986,0.541408204,three-yellow chicken
19.27984986,0.544500404,three-yellow chicken
19.27984986,0.668498064,three-yellow chicken
19.27984986,0.550699203,three-yellow chicken
19.27984986,0.633592814,three-yellow chicken
19.27984986,0.507470656,three-yellow chicken
19.27984986,0.521052039,three-yellow chicken
19.27984986,0.547636675,three-yellow chicken
19.27984986,0.686870026,three-yellow chicken
19.27984986,0.60141886,three-yellow chicken
19.27984986,0.511622428,three-yellow chicken
19.27984986,0.673728435,three-yellow chicken
19.27984986,0.645325976,three-yellow chicken
19.27984986,0.634141079,three-yellow chicken
19.27984986,0.525007754,three-yellow chicken
19.27984986,0.633280561,three-yellow chicken
19.27984986,0.689042048,three-yellow chicken
19.27984986,0.502663399,three-yellow chicken
19.27984986,0.638193845,three-yellow chicken
19.27984986,0.507573898,three-yellow chicken
19.27984986,0.660563021,three-yellow chicken
19.27984986,0.660173328,three-yellow chicken
19.27984986,0.549225535,three-yellow chicken
19.27984986,0.599534658,three-yellow chicken
19.27984986,0.62970436,three-yellow chicken
19.27984986,0.625521806,three-yellow chicken
19.27984986,0.520251762,three-yellow chicken
19.27984986,0.642345253,three-yellow chicken
19.27984986,0.506531793,three-yellow chicken
19.27984986,0.611521366,three-yellow chicken
19.27984986,0.626702193,three-yellow chicken
19.27984986,0.600643327,three-yellow chicken
19.27984986,0.581055525,three-yellow chicken
19.27984986,0.651466901,three-yellow chicken
19.27984986,0.588146496,three-yellow chicken
19.27984986,0.682254692,three-yellow chicken
19.27984986,0.522892499,three-yellow chicken
19.27984986,0.650920296,three-yellow chicken
19.27984986,0.589081411,three-yellow chicken
19.27984986,0.665226925,three-yellow chicken
19.27984986,0.618058551,three-yellow chicken
19.27984986,0.503047326,three-yellow chicken
19.27984986,0.526304844,three-yellow chicken
19.27984986,0.560380634,three-yellow chicken
19.27984986,0.523229161,three-yellow chicken
19.27984986,0.607661231,three-yellow chicken
19.27984986,0.645062171,three-yellow chicken
19.27984986,0.554449347,three-yellow chicken
19.27984986,0.623288599,three-yellow chicken
19.27984986,0.628212439,three-yellow chicken
19.27984986,0.61187969,three-yellow chicken
19.27984986,0.660647959,three-yellow chicken
19.27984986,0.581954096,three-yellow chicken
19.27984986,0.599684655,three-yellow chicken
19.27984986,0.695760697,three-yellow chicken
19.27984986,0.59214345,three-yellow chicken
19.27984986,0.618699597,three-yellow chicken
19.27984986,0.552175103,three-yellow chicken
19.27984986,0.538259662,three-yellow chicken
19.27984986,0.54481081,three-yellow chicken
19.27984986,0.521347983,three-yellow chicken
19.27984986,0.665572949,three-yellow chicken
19.27984986,0.53897075,three-yellow chicken
19.27984986,0.63196855,three-yellow chicken
19.27984986,0.51554598,three-yellow chicken
19.27984986,0.500220031,three-yellow chicken
19.27984986,0.518505588,three-yellow chicken
19.27984986,0.664111122,three-yellow chicken
19.27984986,0.552390072,three-yellow chicken
19.27984986,0.625492447,three-yellow chicken
19.27984986,0.528362387,three-yellow chicken
19.27984986,0.510619551,three-yellow chicken
19.27984986,0.587143534,three-yellow chicken
19.27984986,0.551894693,three-yellow chicken
19.27984986,0.618750089,three-yellow chicken
19.27984986,0.678916309,three-yellow chicken
19.27984986,0.617984065,three-yellow chicken
19.27984986,0.537460092,three-yellow chicken
19.27984986,0.553922532,three-yellow chicken
19.27984986,0.657899663,three-yellow chicken
19.27984986,0.529662968,three-yellow chicken
19.27984986,0.678262434,three-yellow chicken
19.27984986,0.572818925,three-yellow chicken
19.27984986,0.68163107,three-yellow chicken
19.27984986,0.683072857,three-yellow chicken
19.27984986,0.697419062,three-yellow chicken
19.27984986,0.507111113,three-yellow chicken
19.27984986,0.505870938,three-yellow chicken
19.27984986,0.694902849,three-yellow chicken
19.27984986,0.642896102,three-yellow chicken
19.27984986,0.665535029,three-yellow chicken
19.27984986,0.684794316,three-yellow chicken
19.27984986,0.579570719,three-yellow chicken
19.27984986,0.681184619,three-yellow chicken
19.27984986,0.56127126,three-yellow chicken
19.27984986,0.543401806,three-yellow chicken
19.27984986,0.681885576,three-yellow chicken
20.18806038,0.512566206,three-yellow chicken
20.18806038,0.620554594,three-yellow chicken
20.18806038,0.636995764,three-yellow chicken
20.18806038,0.541408204,three-yellow chicken
20.18806038,0.544500404,three-yellow chicken
20.18806038,0.668498064,three-yellow chicken
20.18806038,0.550699203,three-yellow chicken
20.18806038,0.633592814,three-yellow chicken
20.18806038,0.507470656,three-yellow chicken
20.18806038,0.521052039,three-yellow chicken
20.18806038,0.547636675,three-yellow chicken
20.18806038,0.686870026,three-yellow chicken
20.18806038,0.60141886,three-yellow chicken
20.18806038,0.511622428,three-yellow chicken
20.18806038,0.673728435,three-yellow chicken
20.18806038,0.645325976,three-yellow chicken
20.18806038,0.634141079,three-yellow chicken
20.18806038,0.525007754,three-yellow chicken
20.18806038,0.633280561,three-yellow chicken
20.18806038,0.689042048,three-yellow chicken
20.18806038,0.502663399,three-yellow chicken
20.18806038,0.638193845,three-yellow chicken
20.18806038,0.507573898,three-yellow chicken
20.18806038,0.660563021,three-yellow chicken
20.18806038,0.660173328,three-yellow chicken
20.18806038,0.549225535,three-yellow chicken
20.18806038,0.599534658,three-yellow chicken
20.18806038,0.62970436,three-yellow chicken
20.18806038,0.625521806,three-yellow chicken
20.18806038,0.520251762,three-yellow chicken
20.18806038,0.642345253,three-yellow chicken
20.18806038,0.506531793,three-yellow chicken
20.18806038,0.611521366,three-yellow chicken
20.18806038,0.626702193,three-yellow chicken
20.18806038,0.600643327,three-yellow chicken
20.18806038,0.581055525,three-yellow chicken
20.18806038,0.651466901,three-yellow chicken
20.18806038,0.588146496,three-yellow chicken
20.18806038,0.682254692,three-yellow chicken
20.18806038,0.522892499,three-yellow chicken
20.18806038,0.650920296,three-yellow chicken
20.18806038,0.589081411,three-yellow chicken
20.18806038,0.665226925,three-yellow chicken
20.18806038,0.618058551,three-yellow chicken
20.18806038,0.503047326,three-yellow chicken
20.18806038,0.526304844,three-yellow chicken
20.18806038,0.560380634,three-yellow chicken
20.18806038,0.523229161,three-yellow chicken
20.18806038,0.607661231,three-yellow chicken
20.18806038,0.645062171,three-yellow chicken
20.18806038,0.554449347,three-yellow chicken
20.18806038,0.623288599,three-yellow chicken
20.18806038,0.628212439,three-yellow chicken
20.18806038,0.61187969,three-yellow chicken
20.18806038,0.660647959,three-yellow chicken
20.18806038,0.581954096,three-yellow chicken
20.18806038,0.599684655,three-yellow chicken
20.18806038,0.695760697,three-yellow chicken
20.18806038,0.59214345,three-yellow chicken
20.18806038,0.618699597,three-yellow chicken
20.18806038,0.552175103,three-yellow chicken
20.18806038,0.538259662,three-yellow chicken
20.18806038,0.54481081,three-yellow chicken
20.18806038,0.521347983,three-yellow chicken
20.18806038,0.665572949,three-yellow chicken
20.18806038,0.53897075,three-yellow chicken
20.18806038,0.63196855,three-yellow chicken
20.18806038,0.51554598,three-yellow chicken
20.18806038,0.500220031,three-yellow chicken
20.18806038,0.518505588,three-yellow chicken
20.18806038,0.664111122,three-yellow chicken
20.18806038,0.552390072,three-yellow chicken
20.18806038,0.625492447,three-yellow chicken
20.18806038,0.528362387,three-yellow chicken
20.18806038,0.510619551,three-yellow chicken
20.18806038,0.587143534,three-yellow chicken
20.18806038,0.551894693,three-yellow chicken
20.18806038,0.618750089,three-yellow chicken
20.18806038,0.678916309,three-yellow chicken
20.18806038,0.617984065,three-yellow chicken
20.18806038,0.537460092,three-yellow chicken
20.18806038,0.553922532,three-yellow chicken
20.18806038,0.657899663,three-yellow chicken
20.18806038,0.529662968,three-yellow chicken
20.18806038,0.678262434,three-yellow chicken
20.18806038,0.572818925,three-yellow chicken
20.18806038,0.68163107,three-yellow chicken
20.18806038,0.683072857,three-yellow chicken
20.18806038,0.697419062,three-yellow chicken
20.18806038,0.507111113,three-yellow chicken
20.18806038,0.505870938,three-yellow chicken
20.18806038,0.694902849,three-yellow chicken
20.18806038,0.642896102,three-yellow chicken
20.18806038,0.665535029,three-yellow chicken
20.18806038,0.684794316,three-yellow chicken
20.18806038,0.579570719,three-yellow chicken
20.18806038,0.681184619,three-yellow chicken
20.18806038,0.56127126,three-yellow chicken
20.18806038,0.543401806,three-yellow chicken
20.18806038,0.681885576,three-yellow chicken
18.41109313,0.512566206,three-yellow chicken
18.41109313,0.620554594,three-yellow chicken
18.41109313,0.636995764,three-yellow chicken
18.41109313,0.541408204,three-yellow chicken
18.41109313,0.544500404,three-yellow chicken
18.41109313,0.668498064,three-yellow chicken
18.41109313,0.550699203,three-yellow chicken
18.41109313,0.633592814,three-yellow chicken
18.41109313,0.507470656,three-yellow chicken
18.41109313,0.521052039,three-yellow chicken
18.41109313,0.547636675,three-yellow chicken
18.41109313,0.686870026,three-yellow chicken
18.41109313,0.60141886,three-yellow chicken
18.41109313,0.511622428,three-yellow chicken
18.41109313,0.673728435,three-yellow chicken
18.41109313,0.645325976,three-yellow chicken
18.41109313,0.634141079,three-yellow chicken
18.41109313,0.525007754,three-yellow chicken
18.41109313,0.633280561,three-yellow chicken
18.41109313,0.689042048,three-yellow chicken
18.41109313,0.502663399,three-yellow chicken
18.41109313,0.638193845,three-yellow chicken
18.41109313,0.507573898,three-yellow chicken
18.41109313,0.660563021,three-yellow chicken
18.41109313,0.660173328,three-yellow chicken
18.41109313,0.549225535,three-yellow chicken
18.41109313,0.599534658,three-yellow chicken
18.41109313,0.62970436,three-yellow chicken
18.41109313,0.625521806,three-yellow chicken
18.41109313,0.520251762,three-yellow chicken
18.41109313,0.642345253,three-yellow chicken
18.41109313,0.506531793,three-yellow chicken
18.41109313,0.611521366,three-yellow chicken
18.41109313,0.626702193,three-yellow chicken
18.41109313,0.600643327,three-yellow chicken
18.41109313,0.581055525,three-yellow chicken
18.41109313,0.651466901,three-yellow chicken
18.41109313,0.588146496,three-yellow chicken
18.41109313,0.682254692,three-yellow chicken
18.41109313,0.522892499,three-yellow chicken
18.41109313,0.650920296,three-yellow chicken
18.41109313,0.589081411,three-yellow chicken
18.41109313,0.665226925,three-yellow chicken
18.41109313,0.618058551,three-yellow chicken
18.41109313,0.503047326,three-yellow chicken
18.41109313,0.526304844,three-yellow chicken
18.41109313,0.560380634,three-yellow chicken
18.41109313,0.523229161,three-yellow chicken
18.41109313,0.607661231,three-yellow chicken
18.41109313,0.645062171,three-yellow chicken
18.41109313,0.554449347,three-yellow chicken
18.41109313,0.623288599,three-yellow chicken
18.41109313,0.628212439,three-yellow chicken
18.41109313,0.61187969,three-yellow chicken
18.41109313,0.660647959,three-yellow chicken
18.41109313,0.581954096,three-yellow chicken
18.41109313,0.599684655,three-yellow chicken
18.41109313,0.695760697,three-yellow chicken
18.41109313,0.59214345,three-yellow chicken
18.41109313,0.618699597,three-yellow chicken
18.41109313,0.552175103,three-yellow chicken
18.41109313,0.538259662,three-yellow chicken
18.41109313,0.54481081,three-yellow chicken
18.41109313,0.521347983,three-yellow chicken
18.41109313,0.665572949,three-yellow chicken
